year,problem,paper,evidence_type,section,category,page,line,confidence,model_chain,writing_feature,source_text,snippet,original_position
2021,B,B026,section_heading,结果分析,结果分析,2,18,0.94871,Logistic@p9 -> 回归@p9,连接词=首先:7、其次:2、进一步:2、可知:5、说明:2、验证:3、相比:1、为了:1、从而:1、因此:4；页行中位数=36.5；段落候选中位数=8.5；图表候选=16；公式行候选=147；标题候选=226,6.2. 3 模型 的 结果 与 分 析,"类 似 易 证 ， 当 Hoa、Hoa 成 立时 ,， 盖 ， 有 号 ， 号 ， 芋 依次 服从 自由 度 为 r 一 1s / 一 1(r 一 1)(s 一 1 的 卡 方 分 布 ， AS,; Sp SF， ST 相 互 独立 。 / 6.2. 3 模型 的 结果 与 分 析 / 利用 SPSS 软件 进行 双 因 素 方差 分 析 《〈 运 用 SPSS25 求解 具体 文件 见 支撑 材 / 料 ) ， 可 得",2021/B026.pdf#page=2:line=18
2021,B,B026,section_heading,模型评价,模型评价,9,1,0.964636,Logistic@p9 -> 回归@p9,连接词=首先:7、其次:2、进一步:2、可知:5、说明:2、验证:3、相比:1、为了:1、从而:1、因此:4；页行中位数=36.5；段落候选中位数=8.5；图表候选=16；公式行候选=147；标题候选=226,七 、 模 型 的 评价 与 推广,七 、 模 型 的 评价 与 推广 / 7.1 模型 的 优点 / 1、 本 文 首先 用 三 次 样 条 插值 法 对 数据 进行 播 值 补 全 ， 增 加 数据 点 ， 提 高 了 回归,2021/B026.pdf#page=9:line=1
2021,B,B026,section_heading,参考文献,参考文献,9,23,0.91531,Logistic@p9 -> 回归@p9,连接词=首先:7、其次:2、进一步:2、可知:5、说明:2、验证:3、相比:1、为了:1、从而:1、因此:4；页行中位数=36.5；段落候选中位数=8.5；图表候选=16；公式行候选=147；标题候选=226,八 、 人 参考 文献,"等 相关 研究 工作 中 。 以 及 本 文 所 建立 的 Logistic MK MAMA, SATE, / 适合 推广 到 化 学 化 工 实 验 、 人 口 增 长 预测 、 生 物种 群 预测 等 相关 问题 中 去 。 / 八 、 人 参考 文献 / [1] 乙醇 偶合 制备 丁 醇 及 C4 Mike. AAI. 大 连理 工大 学 . 2018 / [2] 一 类 Guerbet 反应 选择 性 的 数学 建 模 研 究 ， 郑 明 迷 江 新 华 ， 北 京 化 工大",2021/B026.pdf#page=9:line=23
2021,B,B026,section_heading,附录,附录,10,1,0.963771,Logistic@p9 -> 回归@p9,连接词=首先:7、其次:2、进一步:2、可知:5、说明:2、验证:3、相比:1、为了:1、从而:1、因此:4；页行中位数=36.5；段落候选中位数=8.5；图表候选=16；公式行候选=147；标题候选=226,附录,附录 / 附录 说 明 : / 1. 数据 可 视 化 散 点 图,2021/B026.pdf#page=10:line=1
2021,B,B050,paper_overview,,论文总览,1,1,0.868888,回归@p1 -> 主成分@p1 -> 线性规划@p3 -> 非线性规划@p3 -> PDE@p30 -> ODE@p41 -> VAR@p42 -> PCA@p42,连接词=首先:14、其次:2、进一步:5、说明:6、验证:9、因此:10；页行中位数=37；段落候选中位数=6；图表候选=21；公式行候选=615；标题候选=140,乙醇偶合制备C4烯烃的多元回归与神经网络模型,乙醇偶合制备C4烯烃的多元回归与神经网络模型 / 摘要 / 乙醇催化偶合是制备C4烯烃的重要方法，本文对乙醇催化偶合制备C4烯烃,2021/B050.pdf#page=1:line=1
2021,B,B050,section_heading,摘要,摘要,1,2,0.665703,回归@p1 -> 主成分@p1 -> 线性规划@p3 -> 非线性规划@p3 -> PDE@p30 -> ODE@p41 -> VAR@p42 -> PCA@p42,连接词=首先:14、其次:2、进一步:5、说明:6、验证:9、因此:10；页行中位数=37；段落候选中位数=6；图表候选=21；公式行候选=615；标题候选=140,摘要,乙醇偶合制备C4烯烃的多元回归与神经网络模型 / 摘要 / 乙醇催化偶合是制备C4烯烃的重要方法，本文对乙醇催化偶合制备C4烯烃 / 工艺条件进行研究，建立多元回归模型与BP神经网络模型，对各问题进行分析。,2021/B050.pdf#page=1:line=2
2021,B,B050,section_heading,问题重述,问题重述,2,1,0.844656,回归@p1 -> 主成分@p1 -> 线性规划@p3 -> 非线性规划@p3 -> PDE@p30 -> ODE@p41 -> VAR@p42 -> PCA@p42,连接词=首先:14、其次:2、进一步:5、说明:6、验证:9、因此:10；页行中位数=37；段落候选中位数=6；图表候选=21；公式行候选=615；标题候选=140,一、问题重述,一、问题重述 / 1.1问题背景 / C4烯烃作为重要的化工原料，广泛应用在化工产品及医药的生产中，乙醇,2021/B050.pdf#page=2:line=1
2021,B,B050,section_heading,问题分析,问题分析,2,20,0.831796,回归@p1 -> 主成分@p1 -> 线性规划@p3 -> 非线性规划@p3 -> PDE@p30 -> ODE@p41 -> VAR@p42 -> PCA@p42,连接词=首先:14、其次:2、进一步:5、说明:6、验证:9、因此:10；页行中位数=37；段落候选中位数=6；图表候选=21；公式行候选=615；标题候选=140,二、问题分析,问题四：结合前三问分析的结论与制定的方案，在此基础上再增加5次实 / 验，给出具体的设计方案，并说明详细理由。 / 二、问题分析 / 该问题以化工生产领域中乙醇催化偶合制备C4烯烃为背景，在性能数据表 / 中给出了在不同催化剂组合及不同温度条件下，乙醇转化率、C4烯烃选择性、乙,2021/B050.pdf#page=2:line=20
2021,B,B050,section_heading,模型假设,模型假设,4,4,0.777973,回归@p1 -> 主成分@p1 -> 线性规划@p3 -> 非线性规划@p3 -> PDE@p30 -> ODE@p41 -> VAR@p42 -> PCA@p42,连接词=首先:14、其次:2、进一步:5、说明:6、验证:9、因此:10；页行中位数=37；段落候选中位数=6；图表候选=21；公式行候选=615；标题候选=140,三、模型假设,只是我们通过模型得到的预测值，因此我们需要对全温度、低于350度的数据各 / 进行一次实验，以此比较实验值与预测值的差距，并进行误差分析。 / 三、模型假设 / 1、假设实验数据允许存在一定的误差范围。 / 2、假设做对比实验时遵循控制变量法控制其他实验条件完全相同。,2021/B050.pdf#page=4:line=4
2021,B,B050,section_heading,符号说明,符号说明,4,8,0.904706,回归@p1 -> 主成分@p1 -> 线性规划@p3 -> 非线性规划@p3 -> PDE@p30 -> ODE@p41 -> VAR@p42 -> PCA@p42,连接词=首先:14、其次:2、进一步:5、说明:6、验证:9、因此:10；页行中位数=37；段落候选中位数=6；图表候选=21；公式行候选=615；标题候选=140,四、符号说明及名词定义,2、假设做对比实验时遵循控制变量法控制其他实验条件完全相同。 / 3、假设问题三中“若使温度低于350度”表示温度小于等于350度的情况。 / 四、符号说明及名词定义 / 符号 / 定义,2021/B050.pdf#page=4:line=8
2021,B,B050,section_heading,模型建立,模型建立,1,33,0.906152,回归@p1 -> 主成分@p1 -> 线性规划@p3 -> 非线性规划@p3 -> PDE@p30 -> ODE@p41 -> VAR@p42 -> PCA@p42,连接词=首先:14、其次:2、进一步:5、说明:6、验证:9、因此:10；页行中位数=37；段落候选中位数=6；图表候选=21；公式行候选=615；标题候选=140,以及在神经网络模型中确定的各个自变量权重建立模型，最终设计出具体的5,对于问题四，我们从寻找C4烯烃收率在全局范围内的最优峰值和验证问题 / 三中求解出的两组最优值是否符合预测值出发，利用欧式距离建立的广度模型 / 以及在神经网络模型中确定的各个自变量权重建立模型，最终设计出具体的5 / 次实验：400mg1wt%Co/si02-400mgHAP-乙醇浓度0.9ml/min，400度；500mg / 1wt%Co/Si02-500mgHAP-乙醇浓度0.9ml/min，450度600mg1wt%Co/Si02,2021/B050.pdf#page=1:line=33
2021,B,B050,section_heading,模型求解,模型求解,7,25,0.959336,回归@p1 -> 主成分@p1 -> 线性规划@p3 -> 非线性规划@p3 -> PDE@p30 -> ODE@p41 -> VAR@p42 -> PCA@p42,连接词=首先:14、其次:2、进一步:5、说明:6、验证:9、因此:10；页行中位数=37；段落候选中位数=6；图表候选=21；公式行候选=615；标题候选=140,5.1.2 各 催化 剂 组 合 重要 指标 与 温度 关系 模型 的 求解,"组 合 全 部 进行 上 述 过 程 , 发 现 对 于 每 种 组 合 三 次 多 项 式 拟 合 的 效果 均 更 好 ,最 终 / 可 确定 出 具体 方程 。 / 5.1.2 各 催化 剂 组 合 重要 指标 与 温度 关系 模型 的 求解 / 5. 1. 2. 1 两 个 指标 与 温度 关系 具体 拟 合 曲线 方程 / 我 们 利用 Origin 软件 中 曲线 拟 合 函数 ， 以 温度 为 自 变 量 ， 乙 醇 转化 率 和 C4",2021/B050.pdf#page=7:line=25
2021,B,B050,section_heading,结果分析,结果分析,3,7,0.886574,回归@p1 -> 主成分@p1 -> 线性规划@p3 -> 非线性规划@p3 -> PDE@p30 -> ODE@p41 -> VAR@p42 -> PCA@p42,连接词=首先:14、其次:2、进一步:5、说明:6、验证:9、因此:10；页行中位数=37；段落候选中位数=6；图表候选=21；公式行候选=615；标题候选=140,2.2350度时某催化剂组合单次实验测试结果分析,与温度的关系，并对n的值进行最优确定。最终可根据乙醇转化率拟合的类别、 / C4烯烃选择性峰值的存在情况进行分类，得到每种催化剂组合的具体分类情况。 / 2.2350度时某催化剂组合单次实验测试结果分析 / 问题一第二部分要求针对附件2中反应温度为350度时某种催化剂组合在 / 单次实验不同时间测试结果进行分析。首先我们可在附件一基础上分析得出乙醇,2021/B050.pdf#page=3:line=7
2021,B,B050,section_heading,模型检验,模型检验,4,3,0.893716,回归@p1 -> 主成分@p1 -> 线性规划@p3 -> 非线性规划@p3 -> PDE@p30 -> ODE@p41 -> VAR@p42 -> PCA@p42,连接词=首先:14、其次:2、进一步:5、说明:6、验证:9、因此:10；页行中位数=37；段落候选中位数=6；图表候选=21；公式行候选=615；标题候选=140,进行一次实验，以此比较实验值与预测值的差距，并进行误差分析。,BP神经网络模型对全温度、低于350度的现有实验条件进行了搜索，但找到的 / 只是我们通过模型得到的预测值，因此我们需要对全温度、低于350度的数据各 / 进行一次实验，以此比较实验值与预测值的差距，并进行误差分析。 / 三、模型假设 / 1、假设实验数据允许存在一定的误差范围。,2021/B050.pdf#page=4:line=3
2021,B,B050,section_heading,模型评价,模型评价,26,11,0.930756,回归@p1 -> 主成分@p1 -> 线性规划@p3 -> 非线性规划@p3 -> PDE@p30 -> ODE@p41 -> VAR@p42 -> PCA@p42,连接词=首先:14、其次:2、进一步:5、说明:6、验证:9、因此:10；页行中位数=37；段落候选中位数=6；图表候选=21；公式行候选=615；标题候选=140,七 、 模 型 评价,(4) 在 第 四 问 中 ， 对 不 同 变量 选取 了 不 同 的 权重 。 权 重 的 不 确定 性 可 能 会 导致 / 误差 的 出 现 。 / 七 、 模 型 评价 / 7.1 模型 优点 / (1) 模型 在 一 定 程度 上 准确 且 巧妙 的 描述 了 问题 ， 并 做 出 了 一 些 简化 ， 易 于 理,2021/B050.pdf#page=26:line=11
2021,B,B050,section_heading,改进方案,改进方案,26,25,0.950739,回归@p1 -> 主成分@p1 -> 线性规划@p3 -> 非线性规划@p3 -> PDE@p30 -> ODE@p41 -> VAR@p42 -> PCA@p42,连接词=首先:14、其次:2、进一步:5、说明:6、验证:9、因此:10；页行中位数=37；段落候选中位数=6；图表候选=21；公式行候选=615；标题候选=140,7.3 模型 改进,(2) BP 神经 网 络 存在 缺点 ， 如 收敛 速度 慢 ， 网 络 易 陷 于 局 部 极 小 ， 学 习 过 程 常 / 常会 发 生 震荡 。 / 7.3 模型 改进 / C1) 我 们 现 有 的 解 题 方法 是 利用 Matlab 的 神经 网 络 工作 箱 进 行 机 器 学 习 。 进 一 / 步 地 改进 可 以 利用 精度 、 效 率 更 高 的 机 器 学 习 方 式 。,2021/B050.pdf#page=26:line=25
2021,B,B050,section_heading,参考文献,参考文献,26,30,0.922418,回归@p1 -> 主成分@p1 -> 线性规划@p3 -> 非线性规划@p3 -> PDE@p30 -> ODE@p41 -> VAR@p42 -> PCA@p42,连接词=首先:14、其次:2、进一步:5、说明:6、验证:9、因此:10；页行中位数=37；段落候选中位数=6；图表候选=21；公式行候选=615；标题候选=140,八 、 参 考 文献,"(2) 回归 分 析 中 可 以 对 数据 进行 进一步 处 理 ， 增 加 非 线性 的 回归 项 ， 以 提高 R / 的 值 。 / 八 、 参 考 文献 / (NAB. 乙醇 偶合 制备 丁 醇 及 C_4 烯烃 [D]. 大 连理 工大 学 ,2018. / (2) 2a 谢 金 星 叶 俊 . 数学 模型 [M]. 第 五 版 . 高 等 教育 出 版 社 , 2018.",2021/B050.pdf#page=26:line=30
2021,B,B050,section_heading,附录,附录,27,1,0.662465,回归@p1 -> 主成分@p1 -> 线性规划@p3 -> 非线性规划@p3 -> PDE@p30 -> ODE@p41 -> VAR@p42 -> PCA@p42,连接词=首先:14、其次:2、进一步:5、说明:6、验证:9、因此:10；页行中位数=37；段落候选中位数=6；图表候选=21；公式行候选=615；标题候选=140,附录,附录 / 参考文献 / 乙醇偶合制备丁醇及c_4烯烃_吕绍沛.caj（见支撑材料）,2021/B050.pdf#page=27:line=1
2021,B,B160,paper_overview,,论文总览,1,1,0.927244,回归@p1 -> ODE@p25,连接词=首先:7、其次:2、可知:1、说明:6、验证:2、相比:1、为了:3、因此:19；页行中位数=34.0；段落候选中位数=7.5；图表候选=24；公式行候选=102；标题候选=96,乙醇制备C4烯烃催化剂组合的分析与设计,乙醇制备C4烯烃催化剂组合的分析与设计 / 摘要本文主要讨论乙醇催化偶合制备C4烯烃时，不同催化剂组合及温度对 / 乙醇转化率和C4烯烃选择性的影响、C4烯烃收率最高时的催化剂组合与温度最,2021/B160.pdf#page=1:line=1
2021,B,B160,section_heading,问题重述,问题重述,2,1,0.854828,回归@p1 -> ODE@p25,连接词=首先:7、其次:2、可知:1、说明:6、验证:2、相比:1、为了:3、因此:19；页行中位数=34.0；段落候选中位数=7.5；图表候选=24；公式行候选=102；标题候选=96,一、问题重述,一、问题重述 / 随着当前化工产业的不断发展，烯烃的需求量逐年增大，因此C4烯烃的制 / 备也备受人们关注。相比于传统的化石能源，乙醇是一种能够生产制备C4烯烃,2021/B160.pdf#page=2:line=1
2021,B,B160,section_heading,问题分析,问题分析,3,1,0.844704,回归@p1 -> ODE@p25,连接词=首先:7、其次:2、可知:1、说明:6、验证:2、相比:1、为了:3、因此:19；页行中位数=34.0；段落候选中位数=7.5；图表候选=24；公式行候选=102；标题候选=96,二、问题分析,二、问题分析 / 2.1问题一的分析 / 针对问题一，对附件1中每种催化剂组合，分别对乙醇转化率与温度、C4,2021/B160.pdf#page=3:line=1
2021,B,B160,section_heading,模型假设,模型假设,5,1,0.853632,回归@p1 -> ODE@p25,连接词=首先:7、其次:2、可知:1、说明:6、验证:2、相比:1、为了:3、因此:19；页行中位数=34.0；段落候选中位数=7.5；图表候选=24；公式行候选=102；标题候选=96,三、模型假设,三、模型假设 / 为了便于模型建立与求解，现作如下假设： / 1.假设附件1中数据已经达到化学平衡；,2021/B160.pdf#page=5:line=1
2021,B,B160,section_heading,符号说明,符号说明,5,6,0.849499,回归@p1 -> ODE@p25,连接词=首先:7、其次:2、可知:1、说明:6、验证:2、相比:1、为了:3、因此:19；页行中位数=34.0；段落候选中位数=7.5；图表候选=24；公式行候选=102；标题候选=96,四、符号说明,2.假设反应温度保持恒定，忽略化学反应放热吸热； / 3.假设问题四中设计的实验条件均能达到。 / 四、符号说明 / 符号 / 说明,2021/B160.pdf#page=5:line=6
2021,B,B160,section_heading,模型建立,模型建立,5,2,0.929017,回归@p1 -> ODE@p25,连接词=首先:7、其次:2、可知:1、说明:6、验证:2、相比:1、为了:3、因此:19；页行中位数=34.0；段落候选中位数=7.5；图表候选=24；公式行候选=102；标题候选=96,为了便于模型建立与求解，现作如下假设：,三、模型假设 / 为了便于模型建立与求解，现作如下假设： / 1.假设附件1中数据已经达到化学平衡； / 2.假设反应温度保持恒定，忽略化学反应放热吸热；,2021/B160.pdf#page=5:line=2
2021,B,B160,section_heading,模型求解,模型求解,1,27,0.936174,回归@p1 -> ODE@p25,连接词=首先:7、其次:2、可知:1、说明:6、验证:2、相比:1、为了:3、因此:19；页行中位数=34.0；段落候选中位数=7.5；图表候选=24；公式行候选=102；标题候选=96,中的quadprogO函数对该模型求解，得到：C4烯烃最优收率为56.3%。再改变温,决策变量，以最高C4烯烃收率作为目标函数，以各个影响因素的取值范围作为 / 约束条件，建立C4烯烃收率最高的优化模型。然后基于最小二乘法，利用Matlab / 中的quadprogO函数对该模型求解，得到：C4烯烃最优收率为56.3%。再改变温 / 度约束条件，使得最高温度不超过350度，得到此时C4烯烃最优收率为29.8%。 / 针对问题四，结合前三问的分析结论，为更好探究催化剂等因素对反应的影,2021/B160.pdf#page=1:line=27
2021,B,B160,section_heading,结果分析,结果分析,3,34,0.910433,回归@p1 -> ODE@p25,连接词=首先:7、其次:2、可知:1、说明:6、验证:2、相比:1、为了:3、因此:19；页行中位数=34.0；段落候选中位数=7.5；图表候选=24；公式行候选=102；标题候选=96,提高试验效率，对多因素试验进行分析图。试验结果分析流程如图2所示。,其次，不考虑因素间的交互作用，对6种影响因素进行定量分析。由于试验 / 因素较多，全面试验方法受限制，因此考虑结合正交试验设计，减少试验次数、 / 提高试验效率，对多因素试验进行分析图。试验结果分析流程如图2所示。 / 最后，由于实际试验中，各因素间会互相影响，所以考虑交互作用，分别建 / 立C4烯烃选择性与乙醇转化率的多元多项式回归模型。首先，将催化剂组合中,2021/B160.pdf#page=3:line=34
2021,B,B160,section_heading,模型评价,模型评价,20,17,0.946777,回归@p1 -> ODE@p25,连接词=首先:7、其次:2、可知:1、说明:6、验证:2、相比:1、为了:3、因此:19；页行中位数=34.0；段落候选中位数=7.5；图表候选=24；公式行候选=102；标题候选=96,六 、 模 型 评价 及 推广,算 ， 通 过 C4 燃 烃 实际 值 与 理论 值 的 对 比 说 明 问 题 三 优化 模型 的 合理 性 ， 具 体 因 / 素 取 值 见 表 9 中 DS. / 六 、 模 型 评价 及 推广 / 模型 优点 / 1. 采用 多 项 式 回 归 可 以 对 复杂 的 函数 进行 拟 合并 对 非 线性 数据 进行 预测 ， 并 且,2021/B160.pdf#page=20:line=17
2021,B,B160,section_heading,改进方案,改进方案,20,30,0.963917,回归@p1 -> ODE@p25,连接词=首先:7、其次:2、可知:1、说明:6、验证:2、相比:1、为了:3、因此:19；页行中位数=34.0；段落候选中位数=7.5；图表候选=24；公式行候选=102；标题候选=96,模型 推广,"2. 使 用 quadprog() 函 数 求全 局 最 优 解 ， 会 存在 一 定 的 误差 ,可 以 考虑 使 用 优化 智 / 能 算法 进行 求解 。 / 模型 推广 / 1. 多 元 回归 模型 还 可 以 用 于 预测 天 气 状况 、 地 震 、 洪 涂 灾害 等 ; / 2. 多 元 多 项 式 优 化 模型 的 求解 还 可 以 使 用 遗传 算法 、 模拟 退火 算法 以 及 粒子 群",2021/B160.pdf#page=20:line=30
2021,B,B160,section_heading,参考文献,参考文献,21,24,0.960019,回归@p1 -> ODE@p25,连接词=首先:7、其次:2、可知:1、说明:6、验证:2、相比:1、为了:3、因此:19；页行中位数=34.0；段落候选中位数=7.5；图表候选=24；公式行候选=102；标题候选=96,参考 文献,"print gBest / end procedure / 参考 文献 / [1] 20%. 炼 厂 混合 C4 与 乙醇 制 丙烯 反应 研究 [D]. 西北 大 学 , 2011. / [2] 3%. EM, Fiat, PAR, 王 文 超 . 拟 合 系数 定常 回归 法 分 析 生 物 柴油 酯 化",2021/B160.pdf#page=21:line=24
2021,B,B160,section_heading,附录,附录,22,1,0.902571,回归@p1 -> ODE@p25,连接词=首先:7、其次:2、可知:1、说明:6、验证:2、相比:1、为了:3、因此:19；页行中位数=34.0；段落候选中位数=7.5；图表候选=24；公式行候选=102；标题候选=96,附 录,附 录 / 附录 1: 问题 一 ，Matlab 中 数据 读 入 程序 (完整 程序 见 支撑 材料 ) / 201,2021/B160.pdf#page=22:line=1
2021,C,C006,paper_overview,,论文总览,1,1,0.880811,多目标@p1 -> 遗传算法@p1 -> TOPSIS@p1 -> VAR@p15 -> 回归@p17 -> Logistic@p29 -> ODE@p39,连接词=首先:7、进一步:10、可知:2、表明:2、说明:4、相比:1、为了:2、从而:1、因此:10；页行中位数=40.0；段落候选中位数=7.0；图表候选=13；公式行候选=678；标题候选=78,生产企业原材料订购与运输的评价与规划模型,生产企业原材料订购与运输的评价与规划模型 / 摘要 / 本文针对现有的生产企业原材料订购与运输方案的制定问题，通过历史订,2021/C006.pdf#page=1:line=1
2021,C,C006,section_heading,摘要,摘要,1,2,0.662046,多目标@p1 -> 遗传算法@p1 -> TOPSIS@p1 -> VAR@p15 -> 回归@p17 -> Logistic@p29 -> ODE@p39,连接词=首先:7、进一步:10、可知:2、表明:2、说明:4、相比:1、为了:2、从而:1、因此:10；页行中位数=40.0；段落候选中位数=7.0；图表候选=13；公式行候选=678；标题候选=78,摘要,生产企业原材料订购与运输的评价与规划模型 / 摘要 / 本文针对现有的生产企业原材料订购与运输方案的制定问题，通过历史订 / 货和供货数据，针对供货商建立反映了其重要性的多指标评价模型，对模型筛,2021/C006.pdf#page=1:line=2
2021,C,C006,section_heading,问题重述,问题重述,2,1,0.810167,多目标@p1 -> 遗传算法@p1 -> TOPSIS@p1 -> VAR@p15 -> 回归@p17 -> Logistic@p29 -> ODE@p39,连接词=首先:7、进一步:10、可知:2、表明:2、说明:4、相比:1、为了:2、从而:1、因此:10；页行中位数=40.0；段落候选中位数=7.0；图表候选=13；公式行候选=678；标题候选=78,一、问题重述,一、问题重述 / 某生产企业每年按48周安排生产，需提前制定24周的原材料订货和转运 / 计划。计划的制定需要根据产能要求确定每周的原材料供货商和相应每周的原,2021/C006.pdf#page=2:line=1
2021,C,C006,section_heading,问题分析,问题分析,2,25,0.792963,多目标@p1 -> 遗传算法@p1 -> TOPSIS@p1 -> VAR@p15 -> 回归@p17 -> Logistic@p29 -> ODE@p39,连接词=首先:7、进一步:10、可知:2、表明:2、说明:4、相比:1、为了:2、从而:1、因此:10；页行中位数=40.0；段落候选中位数=7.0；图表候选=13；公式行候选=678；标题候选=78,二、问题分析,其规律，确定该企业每周产能可提高多少，制定新的订购方案，对新方 / 案的实施效果进行分析。 / 二、问题分析 / 货的数据，题目要求据此制定未来24周的订货与转运方案。供货商供货的不稳 / 定性，使得生产企业的供货链上游不可避免的产生风险。为了有效地管理风,2021/C006.pdf#page=2:line=25
2021,C,C006,section_heading,模型假设,模型假设,3,33,0.849435,多目标@p1 -> 遗传算法@p1 -> TOPSIS@p1 -> VAR@p15 -> 回归@p17 -> Logistic@p29 -> ODE@p39,连接词=首先:7、进一步:10、可知:2、表明:2、说明:4、相比:1、为了:2、从而:1、因此:10；页行中位数=40.0；段落候选中位数=7.0；图表候选=13；公式行候选=678；标题候选=78,三、基本假设与符号说明,产能的因素转变为转运商每周的总转运量。据此问题二的订购方案中的目标函 / 数，重新求解符合问题四的订购方案。 / 三、基本假设与符号说明 / 3.1基本假设 / (1)该生产企业再过去五年内的生产规模相对稳定，未出现较大变化；,2021/C006.pdf#page=3:line=33
2021,C,C006,section_heading,符号说明,符号说明,3,33,0.849435,多目标@p1 -> 遗传算法@p1 -> TOPSIS@p1 -> VAR@p15 -> 回归@p17 -> Logistic@p29 -> ODE@p39,连接词=首先:7、进一步:10、可知:2、表明:2、说明:4、相比:1、为了:2、从而:1、因此:10；页行中位数=40.0；段落候选中位数=7.0；图表候选=13；公式行候选=678；标题候选=78,三、基本假设与符号说明,产能的因素转变为转运商每周的总转运量。据此问题二的订购方案中的目标函 / 数，重新求解符合问题四的订购方案。 / 三、基本假设与符号说明 / 3.1基本假设 / (1)该生产企业再过去五年内的生产规模相对稳定，未出现较大变化；,2021/C006.pdf#page=3:line=33
2021,C,C006,section_heading,模型建立,模型建立,1,8,0.958087,多目标@p1 -> 遗传算法@p1 -> TOPSIS@p1 -> VAR@p15 -> 回归@p17 -> Logistic@p29 -> ODE@p39,连接词=首先:7、进一步:10、可知:2、表明:2、说明:4、相比:1、为了:2、从而:1、因此:10；页行中位数=40.0；段落候选中位数=7.0；图表候选=13；公式行候选=678；标题候选=78,本题的数据较多，在建立模型前首先对数据进行预处理，发现附件数据,试以保障生产稳定性、原材料订购结构优化和产能提升为优化目标，通过遗传 / 算法对模型进行求解，得到基于三种优化目标最佳的订购方案与运输方案。 / 本题的数据较多，在建立模型前首先对数据进行预处理，发现附件数据 / 不存在明显的错误和缺失。在比较附件1的历史订货数据与供货数据的偏差 / 后，发现存在供货质量极低的33家供货商，将这类明显的低质量供货商剔除，,2021/C006.pdf#page=1:line=8
2021,C,C006,section_heading,模型求解,模型求解,9,9,0.96098,多目标@p1 -> 遗传算法@p1 -> TOPSIS@p1 -> VAR@p15 -> 回归@p17 -> Logistic@p29 -> ODE@p39,连接词=首先:7、进一步:10、可知:2、表明:2、说明:4、相比:1、为了:2、从而:1、因此:10；页行中位数=40.0；段落候选中位数=7.0；图表候选=13；公式行候选=678；标题候选=78,5.3 基于 TOPSIS 的 多 指标 评价 模型 的 求解,方案 和 最 劣 方 案 间 的 距离 ， 获 得 各 评价 对 象 与 最 优 方案 的 相对 接近 程度 ， 以 此 / 作为 评价 优 劣 的 依据 。 / 5.3 基于 TOPSIS 的 多 指标 评价 模型 的 求解 / 5.3.1 算法 求解 / (1) 坑 权 法 求解 流程 如 下 ，,2021/C006.pdf#page=9:line=9
2021,C,C006,section_heading,结果分析,结果分析,9,28,0.962579,多目标@p1 -> 遗传算法@p1 -> TOPSIS@p1 -> VAR@p15 -> 回归@p17 -> Logistic@p29 -> ODE@p39,连接词=首先:7、进一步:10、可知:2、表明:2、说明:4、相比:1、为了:2、从而:1、因此:10；页行中位数=40.0；段落候选中位数=7.0；图表候选=13；公式行候选=678；标题候选=78,5.3.2 求解 结果 展示,Step 6 根据 贴近 程度 大 小 进行 排序 ， 给 出 评价 结果 / Output: 各 供 货 商 TOPSIS 评价 结果 / 5.3.2 求解 结果 展示 / 连续 性 评价 指标 ”间隔 次 数 ”平均 间隔 周 数 “平均 连续 供 货 周 数 / 权重 0.4383 0.3560 0.2057,2021/C006.pdf#page=9:line=28
2021,C,C006,section_heading,灵敏度分析,灵敏度分析,21,13,0.948673,多目标@p1 -> 遗传算法@p1 -> TOPSIS@p1 -> VAR@p15 -> 回归@p17 -> Logistic@p29 -> ODE@p39,连接词=首先:7、进一步:10、可知:2、表明:2、说明:4、相比:1、为了:2、从而:1、因此:10；页行中位数=40.0；段落候选中位数=7.0；图表候选=13；公式行候选=678；标题候选=78,平 ， 这 一 现象 表明 了 本 文 所 提出 的 模型 对 库存 成 本 的 高 敏感 性 ， 说 明了 模型 ，,得 注意 的 时 ， 在 下 一 周 库存 产量 马上 回归 到 了 基准 水 平 周围 。 此 差异 较 大 现象 / 可 能 是 由 于 供 货 商 的 供 货 不 稳定 性 造成 ， 而 库存 产量 再 下 一 周迅 速 回归 正常 水 / 平 ， 这 一 现象 表明 了 本 文 所 提出 的 模型 对 库存 成 本 的 高 敏感 性 ， 说 明了 模型 ， / 使 得 能 更 加 合理 的 制定 每 周 订 购 方案 。 / 24 周 订购 方案 各 类 原材料 占 比,2021/C006.pdf#page=21:line=13
2021,C,C006,section_heading,模型评价,模型评价,1,16,0.917902,多目标@p1 -> 遗传算法@p1 -> TOPSIS@p1 -> VAR@p15 -> 回归@p17 -> Logistic@p29 -> ODE@p39,连接词=首先:7、进一步:10、可知:2、表明:2、说明:4、相比:1、为了:2、从而:1、因此:10；页行中位数=40.0；段落候选中位数=7.0；图表候选=13；公式行候选=678；标题候选=78,型，对每个供货商的重要性程度进行评价。基于模型的评价结果，本文筛选出,6个指标分别为供货次数、平均供货量、单次最大供货量、供货稳定性、供货 / 一致性和合理供货比例。通过TOPSIS法，结合6个指标，建立多指标评价模 / 型，对每个供货商的重要性程度进行评价。基于模型的评价结果，本文筛选出 / 了50家最重要的供货商，其中得分最高三家的供货商分别为S140，S229， / S361，这三家供货商的得分分别为0.9435，0.8755和0.8401。,2021/C006.pdf#page=1:line=16
